position , intensity
-4.1338  , 17
-4.1228  , 17
-4.1118  , 17
-4.1008  , 17
-4.0898  , 17
-4.0788  , 17
-4.0678  , 17
-4.0568  , 17
-4.0458  , 17
-4.0348  , 17
-4.0238  , 17
-4.0128  , 17
-4.0018  , 17
-3.9908  , 17
-3.9798  , 17
-3.9688  , 17
-3.9578  , 17
-3.9468  , 16
-3.9358  , 16
-3.9248  , 16
-3.9138  , 16
-3.9028  , 16
-3.8918  , 16
-3.8808  , 16
-3.8698  , 16
-3.8588  , 15
-3.8478  , 16
-3.8368  , 15
-3.8258  , 16
-3.8148  , 15
-3.8038  , 15
-3.7928  , 15
-3.7818  , 15
-3.7708  , 15
-3.7598  , 15
-3.7488  , 15
-3.7378  , 14
-3.7268  , 14
-3.7158  , 14
-3.7048  , 14
-3.6938  , 14
-3.6828  , 14
-3.6718  , 14
-3.6608  , 13
-3.6498  , 14
-3.6388  , 13
-3.6278  , 14
-3.6168  , 13
-3.6058  , 13
-3.5948  , 13
-3.5838  , 13
-3.5728  , 13
-3.5618  , 13
-3.5508  , 12
-3.5398  , 12
-3.5288  , 12
-3.5178  , 12
-3.5068  , 12
-3.4958  , 12
-3.4848  , 12
-3.4738  , 11
-3.4628  , 11
-3.4518  , 11
-3.4408  , 11
-3.4298  , 11
-3.4188  , 10
-3.4078  , 11
-3.3968  , 10
-3.3858  , 11
-3.3748  , 10
-3.3638  , 10
-3.3528  , 10
-3.3418  , 10
-3.3308  , 9
-3.3198  , 9
-3.3088  , 9
-3.2978  , 9
-3.2868  , 9
-3.2758  , 9
-3.2648  , 9
-3.2538  , 9
-3.2428  , 9
-3.2318  , 9
-3.2208  , 9
-3.2098  , 9
-3.1988  , 8
-3.1878  , 9
-3.1768  , 8
-3.1658  , 8
-3.1548  , 8
-3.1438  , 8
-3.1328  , 8
-3.1218  , 8
-3.1108  , 8
-3.0998  , 8
-3.0888  , 8
-3.0778  , 8
-3.0668  , 8
-3.0558  , 8
-3.0448  , 8
-3.0338  , 8
-3.0228  , 8
-3.0118  , 8
-3.0008  , 8
-2.9898  , 8
-2.9788  , 8
-2.9678  , 8
-2.9568  , 8
-2.9458  , 8
-2.9348  , 8
-2.9238  , 8
-2.9128  , 8
-2.9018  , 8
-2.8908  , 8
-2.8798  , 8
-2.8688  , 8
-2.8578  , 8
-2.8468  , 8
-2.8358  , 8
-2.8248  , 9
-2.8138  , 8
-2.8028  , 9
-2.7918  , 9
-2.7808  , 9
-2.7698  , 9
-2.7588  , 9
-2.7478  , 9
-2.7368  , 9
-2.7258  , 9
-2.7148  , 9
-2.7038  , 10
-2.6928  , 10
-2.6818  , 10
-2.6708  , 10
-2.6598  , 11
-2.6488  , 10
-2.6378  , 11
-2.6268  , 11
-2.6158  , 11
-2.6048  , 12
-2.5938  , 12
-2.5828  , 12
-2.5718  , 12
-2.5608  , 13
-2.5498  , 13
-2.5388  , 13
-2.5278  , 14
-2.5168  , 14
-2.5058  , 14
-2.4948  , 14
-2.4838  , 15
-2.4728  , 15
-2.4618  , 16
-2.4508  , 16
-2.4398  , 17
-2.4288  , 17
-2.4178  , 18
-2.4068  , 17
-2.3958  , 18
-2.3848  , 19
-2.3738  , 19
-2.3628  , 19
-2.3518  , 20
-2.3408  , 21
-2.3298  , 21
-2.3188  , 22
-2.3078  , 22
-2.2968  , 23
